year,level_1,level_2,level_3,level_4,value
2015,Females,40 - 44,Toa Payoh- Total,Toa Payoh Central,1410
2015,Females,40 - 44,Toa Payoh- Total,Toa Payoh West,590
2015,Females,40 - 44,Toa Payoh- Total,Woodleigh,130
2015,Females,40 - 44,Western Water Catchment- Total,Western Water Catchment,50
2015,Females,40 - 44,Woodlands- Total,Midview,1480
2015,Females,40 - 44,Woodlands- Total,North Coast,520
2015,Females,40 - 44,Woodlands- Total,Woodgrove,1520
2015,Females,40 - 44,Woodlands- Total,Woodlands East,4820
2015,Females,40 - 44,Woodlands- Total,Woodlands South,1640
2015,Females,40 - 44,Woodlands- Total,Woodlands West,1120
2015,Females,40 - 44,Yishun- Total,Khatib,390
2015,Females,40 - 44,Yishun- Total,Lower Seletar,140
2015,Females,40 - 44,Yishun- Total,Nee Soon,40
2015,Females,40 - 44,Yishun- Total,Northland,1140
2015,Females,40 - 44,Yishun- Total,Springleaf,140
2015,Females,40 - 44,Yishun- Total,Yishun Central,40
2015,Females,40 - 44,Yishun- Total,Yishun East,1900
2015,Females,40 - 44,Yishun- Total,Yishun South,1540
2015,Females,40 - 44,Yishun- Total,Yishun West,2300
2015,Females,45 - 49,Ang Mo Kio- Total,Ang Mo Kio Town Centre,210
2015,Females,45 - 49,Ang Mo Kio- Total,Cheng San,1110
2015,Females,45 - 49,Ang Mo Kio- Total,Chong Boon,1080
2015,Females,45 - 49,Ang Mo Kio- Total,Kebun Bahru,940
2015,Females,45 - 49,Ang Mo Kio- Total,Sembawang Hills,280
2015,Females,45 - 49,Ang Mo Kio- Total,Shangri-La,730
2015,Females,45 - 49,Ang Mo Kio- Total,Tagore,320
2015,Females,45 - 49,Ang Mo Kio- Total,Townsville,790
2015,Females,45 - 49,Ang Mo Kio- Total,Yio Chu Kang East,150
2015,Females,45 - 49,Ang Mo Kio- Total,Yio Chu Kang West,1060
2015,Females,45 - 49,Bedok- Total,Bayshore,360
2015,Females,45 - 49,Bedok- Total,Bedok North,3160
2015,Females,45 - 49,Bedok- Total,Bedok Reservoir,1030
2015,Females,45 - 49,Bedok- Total,Bedok South,1940
2015,Females,45 - 49,Bedok- Total,Frankel,1340
2015,Females,45 - 49,Bedok- Total,Kaki Bukit,1340
2015,Females,45 - 49,Bedok- Total,Kembangan,1420
2015,Females,45 - 49,Bedok- Total,Siglap,260
2015,Females,45 - 49,Bishan- Total,Bishan East,1050
2015,Females,45 - 49,Bishan- Total,Marymount,1350
2015,Females,45 - 49,Bishan- Total,Upper Thomson,1200
2015,Females,45 - 49,Bukit Batok- Total,Bukit Batok Central,1050
2015,Females,45 - 49,Bukit Batok- Total,Bukit Batok East,520
2015,Females,45 - 49,Bukit Batok- Total,Bukit Batok South,640
2015,Females,45 - 49,Bukit Batok- Total,Bukit Batok West,580
2015,Females,45 - 49,Bukit Batok- Total,Gombak,340
2015,Females,45 - 49,Bukit Batok- Total,Guilin,600
2015,Females,45 - 49,Bukit Batok- Total,Hillview,930
2015,Females,45 - 49,Bukit Batok- Total,Hong Kah North,1060
2015,Females,45 - 49,Bukit Merah- Total,Alexandra Hill,550
2015,Females,45 - 49,Bukit Merah- Total,Alexandra North,60
2015,Females,45 - 49,Bukit Merah- Total,Bukit Ho Swee,500
2015,Females,45 - 49,Bukit Merah- Total,Bukit Merah,40
2015,Females,45 - 49,Bukit Merah- Total,Depot Road,200
2015,Females,45 - 49,Bukit Merah- Total,Everton Park,320
2015,Females,45 - 49,Bukit Merah- Total,Henderson Hill,460
2015,Females,45 - 49,Bukit Merah- Total,Kampong Tiong Bahru,360
2015,Females,45 - 49,Bukit Merah- Total,Maritime Square,130
2015,Females,45 - 49,Bukit Merah- Total,Redhill,450
2015,Females,45 - 49,Bukit Merah- Total,Telok Blangah Drive,580
2015,Females,45 - 49,Bukit Merah- Total,Telok Blangah Rise,470
2015,Females,45 - 49,Bukit Merah- Total,Telok Blangah Way,350
2015,Females,45 - 49,Bukit Merah- Total,Tiong Bahru,430
2015,Females,45 - 49,Bukit Merah- Total,Tiong Bahru Station,640
2015,Females,45 - 49,Bukit Panjang- Total,Bangkit,950
2015,Females,45 - 49,Bukit Panjang- Total,Dairy Farm,230
2015,Females,45 - 49,Bukit Panjang- Total,Fajar,930
2015,Females,45 - 49,Bukit Panjang- Total,Jelebu,1420
2015,Females,45 - 49,Bukit Panjang- Total,Nature Reserve,170
2015,Females,45 - 49,Bukit Panjang- Total,Saujana,910
2015,Females,45 - 49,Bukit Panjang- Total,Senja,710
2015,Females,45 - 49,Bukit Timah- Total,Anak Bukit,910
2015,Females,45 - 49,Bukit Timah- Total,Coronation Road,260
2015,Females,45 - 49,Bukit Timah- Total,Farrer Court,200
2015,Females,45 - 49,Bukit Timah- Total,Hillcrest,430
2015,Females,45 - 49,Bukit Timah- Total,Holland Road,470
2015,Females,45 - 49,Bukit Timah- Total,Leedon Park,310
2015,Females,45 - 49,Bukit Timah- Total,Swiss Club,260
2015,Females,45 - 49,Bukit Timah- Total,Ulu Pandan,460
2015,Females,45 - 49,Changi- Total,Changi Point,40
2015,Females,45 - 49,Changi- Total,Changi West,60
2015,Females,45 - 49,Choa Chu Kang- Total,Choa Chu Kang Central,1050
2015,Females,45 - 49,Choa Chu Kang- Total,Choa Chu Kang North,2070
2015,Females,45 - 49,Choa Chu Kang- Total,Keat Hong,780
2015,Females,45 - 49,Choa Chu Kang- Total,Peng Siang,1360
2015,Females,45 - 49,Choa Chu Kang- Total,Teck Whye,1030
2015,Females,45 - 49,Choa Chu Kang- Total,Yew Tee,2020
2015,Females,45 - 49,Clementi- Total,Clementi Central,520
2015,Females,45 - 49,Clementi- Total,Clementi North,1080
2015,Females,45 - 49,Clementi- Total,Clementi West,630
2015,Females,45 - 49,Clementi- Total,Clementi Woods,600
2015,Females,45 - 49,Clementi- Total,Faber,200
2015,Females,45 - 49,Clementi- Total,Sunset Way,290
2015,Females,45 - 49,Clementi- Total,West Coast,240
2015,Females,45 - 49,Downtown Core- Total,Bugis,90
2015,Females,45 - 49,Downtown Core- Total,Cecil,10
2015,Females,45 - 49,Downtown Core- Total,Central Subzone,30
2015,Females,45 - 49,Downtown Core- Total,Tanjong Pagar,20
2015,Females,45 - 49,Geylang- Total,Aljunied,1540
2015,Females,45 - 49,Geylang- Total,Geylang East,1200
2015,Females,45 - 49,Geylang- Total,Kampong Ubi,430
2015,Females,45 - 49,Geylang- Total,Macpherson,1180
2015,Females,45 - 49,Hougang- Total,Hougang Central,210
2015,Females,45 - 49,Hougang- Total,Hougang East,830
2015,Females,45 - 49,Hougang- Total,Hougang West,1970
2015,Females,45 - 49,Hougang- Total,Kangkar,1050
2015,Females,45 - 49,Hougang- Total,Kovan,950
2015,Females,45 - 49,Hougang- Total,Lorong Ah Soo,1340
2015,Females,45 - 49,Hougang- Total,Tai Seng,590
2015,Females,45 - 49,Hougang- Total,Trafalgar,1890
2015,Females,45 - 49,Jurong East- Total,Lakeside,30
2015,Females,45 - 49,Jurong East- Total,Teban Gardens,630
2015,Females,45 - 49,Jurong East- Total,Toh Guan,640
2015,Females,45 - 49,Jurong East- Total,Yuhua East,1020
2015,Females,45 - 49,Jurong East- Total,Yuhua West,750
2015,Females,45 - 49,Jurong West- Total,Boon Lay Place,1170
2015,Females,45 - 49,Jurong West- Total,Hong Kah,2100
2015,Females,45 - 49,Jurong West- Total,Jurong West Central,2340
2015,Females,45 - 49,Jurong West- Total,Taman Jurong,1540
2015,Females,45 - 49,Jurong West- Total,Wenya,250
2015,Females,45 - 49,Jurong West- Total,Yunnan,3100
2015,Females,45 - 49,Kallang- Total,Bendemeer,1180
2015,Females,45 - 49,Kallang- Total,Boon Keng,440
2015,Females,45 - 49,Kallang- Total,Crawford,300
2015,Females,45 - 49,Kallang- Total,Geylang Bahru,490
2015,Females,45 - 49,Kallang- Total,Kampong Bugis,20
2015,Females,45 - 49,Kallang- Total,Kampong Java,430
2015,Females,45 - 49,Kallang- Total,Lavender,350
2015,Females,45 - 49,Kallang- Total,Tanjong Rhu,530
2015,Females,45 - 49,Mandai- Total,Mandai Estate,100
2015,Females,45 - 49,Marine Parade- Total,Katong,350
2015,Females,45 - 49,Marine Parade- Total,Marine Parade,1180
2015,Females,45 - 49,Marine Parade- Total,Mountbatten,390
2015,Females,45 - 49,Museum- Total,Dhoby Ghaut,10
2015,Females,45 - 49,Museum- Total,Fort Canning,10
2015,Females,45 - 49,Newton- Total,Cairnhill,150
2015,Females,45 - 49,Newton- Total,Goodwood Park,40
2015,Females,45 - 49,Newton- Total,Monk's Hill,40
2015,Females,45 - 49,Newton- Total,Newton Circus,10
2015,Females,45 - 49,Newton- Total,Orange Grove,80
2015,Females,45 - 49,Novena- Total,Balestier,1280
2015,Females,45 - 49,Novena- Total,Dunearn,170
2015,Females,45 - 49,Novena- Total,Malcolm,110
2015,Females,45 - 49,Novena- Total,Moulmein,370
2015,Females,45 - 49,Novena- Total,Mount Pleasant,30
2015,Females,45 - 49,Orchard- Total,Boulevard,20
2015,Females,45 - 49,Orchard- Total,Somerset,10
2015,Females,45 - 49,Orchard- Total,Tanglin,20
2015,Females,45 - 49,Outram- Total,China Square,60
2015,Females,45 - 49,Outram- Total,Chinatown,370
2015,Females,45 - 49,Outram- Total,Pearl's Hill,270
2015,Females,45 - 49,Outram- Total,People's Park,10
2015,Females,45 - 49,Pasir Ris- Total,Flora Drive,670
2015,Females,45 - 49,Pasir Ris- Total,Loyang East,90
2015,Females,45 - 49,Pasir Ris- Total,Pasir Ris Central,1230
2015,Females,45 - 49,Pasir Ris- Total,Pasir Ris Drive,2950
2015,Females,45 - 49,Pasir Ris- Total,Pasir Ris Park,150
2015,Females,45 - 49,Pasir Ris- Total,Pasir Ris West,2100
2015,Females,45 - 49,Punggol- Total,Matilda,650
2015,Females,45 - 49,Punggol- Total,Northshore,10
2015,Females,45 - 49,Punggol- Total,Punggol Field,1540
2015,Females,45 - 49,Punggol- Total,Punggol Town Centre,140
2015,Females,45 - 49,Punggol- Total,Waterway East,700
2015,Females,45 - 49,Queenstown- Total,Commonwealth,330
2015,Females,45 - 49,Queenstown- Total,Dover,570
2015,Females,45 - 49,Queenstown- Total,Ghim Moh,430
2015,Females,45 - 49,Queenstown- Total,Holland Drive,590
2015,Females,45 - 49,Queenstown- Total,Kent Ridge,60
2015,Females,45 - 49,Queenstown- Total,Margaret Drive,380
2015,Females,45 - 49,Queenstown- Total,Mei Chin,730
2015,Females,45 - 49,Queenstown- Total,National University of S'pore,10
2015,Females,45 - 49,Queenstown- Total,One North,40
2015,Females,45 - 49,Queenstown- Total,Pasir Panjang 1,180
2015,Females,45 - 49,Queenstown- Total,Pasir Panjang 2,140
2015,Females,45 - 49,Queenstown- Total,Port,10
2015,Females,45 - 49,Queenstown- Total,Queensway,10
2015,Females,45 - 49,Queenstown- Total,Tanglin Halt,500
2015,Females,45 - 49,River Valley- Total,Institution Hill,150
2015,Females,45 - 49,River Valley- Total,Leonie Hill,110
2015,Females,45 - 49,River Valley- Total,One Tree Hill,100
2015,Females,45 - 49,River Valley- Total,Oxley,60
2015,Females,45 - 49,River Valley- Total,Paterson,10
2015,Females,45 - 49,Rochor- Total,Bencoolen,70
2015,Females,45 - 49,Rochor- Total,Farrer Park,100
2015,Females,45 - 49,Rochor- Total,Kampong Glam,10
2015,Females,45 - 49,Rochor- Total,Little India,130
2015,Females,45 - 49,Rochor- Total,Mackenzie,10
2015,Females,45 - 49,Rochor- Total,Mount Emily,50
2015,Females,45 - 49,Rochor- Total,Selegie,10
2015,Females,45 - 49,Rochor- Total,Sungei Road,90
2015,Females,45 - 49,Rochor- Total,Victoria,60
2015,Females,45 - 49,Seletar- Total,Seletar,20
2015,Females,45 - 49,Sembawang- Total,Admiralty,510
2015,Females,45 - 49,Sembawang- Total,Sembawang Central,1190
2015,Females,45 - 49,Sembawang- Total,Sembawang North,970
2015,Females,45 - 49,Sembawang- Total,Sembawang Springs,200
2015,Females,45 - 49,Sembawang- Total,Sembawang Straits,70
2015,Females,45 - 49,Sengkang- Total,Anchorvale,1090
2015,Females,45 - 49,Sengkang- Total,Compassvale,470
2015,Females,45 - 49,Sengkang- Total,Fernvale,870
2015,Females,45 - 49,Sengkang- Total,Rivervale,2370
2015,Females,45 - 49,Sengkang- Total,Sengkang Town Centre,2220
2015,Females,45 - 49,Serangoon- Total,Lorong Chuan,390
2015,Females,45 - 49,Serangoon- Total,Seletar Hills,530
2015,Females,45 - 49,Serangoon- Total,Serangoon Central,1000
2015,Females,45 - 49,Serangoon- Total,Serangoon Garden,1410
2015,Females,45 - 49,Serangoon- Total,Serangoon North,810
2015,Females,45 - 49,Serangoon- Total,Upper Paya Lebar,550
2015,Females,45 - 49,Singapore River- Total,Boat Quay,10
2015,Females,45 - 49,Singapore River- Total,Clarke Quay,10
2015,Females,45 - 49,Singapore River- Total,Robertson Quay,110
2015,Females,45 - 49,Southern Islands- Total,Sentosa,100
2015,Females,45 - 49,Sungei Kadut- Total,Turf Club,30
2015,Females,45 - 49,Tampines- Total,Simei,1750
2015,Females,45 - 49,Tampines- Total,Tampines East,5640
2015,Females,45 - 49,Tampines- Total,Tampines West,3100
2015,Females,45 - 49,Tampines- Total,Xilin,90
2015,Females,45 - 49,Tanglin- Total,Chatsworth,280
2015,Females,45 - 49,Tanglin- Total,Nassim,400
2015,Females,45 - 49,Tanglin- Total,Ridout,70
2015,Females,45 - 49,Tanglin- Total,Tyersall,170
2015,Females,45 - 49,Toa Payoh- Total,Boon Teck,550
2015,Females,45 - 49,Toa Payoh- Total,Braddell,450
2015,Females,45 - 49,Toa Payoh- Total,Joo Seng,250
2015,Females,45 - 49,Toa Payoh- Total,Kim Keat,300
2015,Females,45 - 49,Toa Payoh- Total,Lorong 8 Toa Payoh,310
2015,Females,45 - 49,Toa Payoh- Total,Pei Chun,510
2015,Females,45 - 49,Toa Payoh- Total,Potong Pasir,470
2015,Females,45 - 49,Toa Payoh- Total,Sennett,140
2015,Females,45 - 49,Toa Payoh- Total,Toa Payoh Central,1220
2015,Females,45 - 49,Toa Payoh- Total,Toa Payoh West,530
2015,Females,45 - 49,Toa Payoh- Total,Woodleigh,100
2015,Females,45 - 49,Western Water Catchment- Total,Western Water Catchment,30
2015,Females,45 - 49,Woodlands- Total,Midview,1830
2015,Females,45 - 49,Woodlands- Total,North Coast,570
2015,Females,45 - 49,Woodlands- Total,Woodgrove,1880
2015,Females,45 - 49,Woodlands- Total,Woodlands East,4080
2015,Females,45 - 49,Woodlands- Total,Woodlands South,1370
2015,Females,45 - 49,Woodlands- Total,Woodlands West,1390
2015,Females,45 - 49,Yishun- Total,Khatib,440
2015,Females,45 - 49,Yishun- Total,Lower Seletar,110
2015,Females,45 - 49,Yishun- Total,Nee Soon,40
2015,Females,45 - 49,Yishun- Total,Northland,1170
2015,Females,45 - 49,Yishun- Total,Springleaf,140
2015,Females,45 - 49,Yishun- Total,Yishun Central,70
2015,Females,45 - 49,Yishun- Total,Yishun East,1880
2015,Females,45 - 49,Yishun- Total,Yishun South,1490
2015,Females,45 - 49,Yishun- Total,Yishun West,2260
2015,Females,50 - 54,Ang Mo Kio- Total,Ang Mo Kio Town Centre,170
2015,Females,50 - 54,Ang Mo Kio- Total,Cheng San,1140
2015,Females,50 - 54,Ang Mo Kio- Total,Chong Boon,1120
2015,Females,50 - 54,Ang Mo Kio- Total,Kebun Bahru,950
2015,Females,50 - 54,Ang Mo Kio- Total,Sembawang Hills,310
2015,Females,50 - 54,Ang Mo Kio- Total,Shangri-La,760
2015,Females,50 - 54,Ang Mo Kio- Total,Tagore,380
2015,Females,50 - 54,Ang Mo Kio- Total,Townsville,910
2015,Females,50 - 54,Ang Mo Kio- Total,Yio Chu Kang East,190
2015,Females,50 - 54,Ang Mo Kio- Total,Yio Chu Kang West,1090
2015,Females,50 - 54,Bedok- Total,Bayshore,280
2015,Females,50 - 54,Bedok- Total,Bedok North,3610
2015,Females,50 - 54,Bedok- Total,Bedok Reservoir,950
2015,Females,50 - 54,Bedok- Total,Bedok South,2100
2015,Females,50 - 54,Bedok- Total,Frankel,1230
2015,Females,50 - 54,Bedok- Total,Kaki Bukit,1890
2015,Females,50 - 54,Bedok- Total,Kembangan,1550
2015,Females,50 - 54,Bedok- Total,Siglap,260
2015,Females,50 - 54,Bishan- Total,Bishan East,1260
2015,Females,50 - 54,Bishan- Total,Marymount,1470
2015,Females,50 - 54,Bishan- Total,Upper Thomson,1340
2015,Females,50 - 54,Bukit Batok- Total,Bukit Batok Central,1060
2015,Females,50 - 54,Bukit Batok- Total,Bukit Batok East,650
2015,Females,50 - 54,Bukit Batok- Total,Bukit Batok South,700
2015,Females,50 - 54,Bukit Batok- Total,Bukit Batok West,620
2015,Females,50 - 54,Bukit Batok- Total,Gombak,350
2015,Females,50 - 54,Bukit Batok- Total,Guilin,580
2015,Females,50 - 54,Bukit Batok- Total,Hillview,940
2015,Females,50 - 54,Bukit Batok- Total,Hong Kah North,1270
2015,Females,50 - 54,Bukit Merah- Total,Alexandra Hill,610
2015,Females,50 - 54,Bukit Merah- Total,Alexandra North,30
2015,Females,50 - 54,Bukit Merah- Total,Bukit Ho Swee,590
2015,Females,50 - 54,Bukit Merah- Total,Bukit Merah,50
2015,Females,50 - 54,Bukit Merah- Total,Depot Road,170
2015,Females,50 - 54,Bukit Merah- Total,Everton Park,300
2015,Females,50 - 54,Bukit Merah- Total,Henderson Hill,470
2015,Females,50 - 54,Bukit Merah- Total,Kampong Tiong Bahru,380
2015,Females,50 - 54,Bukit Merah- Total,Maritime Square,100
2015,Females,50 - 54,Bukit Merah- Total,Redhill,420
2015,Females,50 - 54,Bukit Merah- Total,Telok Blangah Drive,590
2015,Females,50 - 54,Bukit Merah- Total,Telok Blangah Rise,470
2015,Females,50 - 54,Bukit Merah- Total,Telok Blangah Way,400
2015,Females,50 - 54,Bukit Merah- Total,Tiong Bahru,390
2015,Females,50 - 54,Bukit Merah- Total,Tiong Bahru Station,580
2015,Females,50 - 54,Bukit Panjang- Total,Bangkit,1170
2015,Females,50 - 54,Bukit Panjang- Total,Dairy Farm,260
2015,Females,50 - 54,Bukit Panjang- Total,Fajar,1070
2015,Females,50 - 54,Bukit Panjang- Total,Jelebu,1620
2015,Females,50 - 54,Bukit Panjang- Total,Nature Reserve,180
2015,Females,50 - 54,Bukit Panjang- Total,Saujana,980
2015,Females,50 - 54,Bukit Panjang- Total,Senja,620
2015,Females,50 - 54,Bukit Timah- Total,Anak Bukit,940
2015,Females,50 - 54,Bukit Timah- Total,Coronation Road,230
2015,Females,50 - 54,Bukit Timah- Total,Farrer Court,190
2015,Females,50 - 54,Bukit Timah- Total,Hillcrest,360
2015,Females,50 - 54,Bukit Timah- Total,Holland Road,410
2015,Females,50 - 54,Bukit Timah- Total,Leedon Park,240
2015,Females,50 - 54,Bukit Timah- Total,Swiss Club,220
2015,Females,50 - 54,Bukit Timah- Total,Ulu Pandan,460
2015,Females,50 - 54,Changi- Total,Changi Point,30
2015,Females,50 - 54,Changi- Total,Changi West,30
2015,Females,50 - 54,Choa Chu Kang- Total,Choa Chu Kang Central,1020
2015,Females,50 - 54,Choa Chu Kang- Total,Choa Chu Kang North,1590
2015,Females,50 - 54,Choa Chu Kang- Total,Keat Hong,770
2015,Females,50 - 54,Choa Chu Kang- Total,Peng Siang,1440
2015,Females,50 - 54,Choa Chu Kang- Total,Teck Whye,1320
2015,Females,50 - 54,Choa Chu Kang- Total,Yew Tee,1690
2015,Females,50 - 54,Clementi- Total,Clementi Central,470
2015,Females,50 - 54,Clementi- Total,Clementi North,1100
2015,Females,50 - 54,Clementi- Total,Clementi West,610
2015,Females,50 - 54,Clementi- Total,Clementi Woods,650
2015,Females,50 - 54,Clementi- Total,Faber,190
2015,Females,50 - 54,Clementi- Total,Sunset Way,260
2015,Females,50 - 54,Clementi- Total,West Coast,200
2015,Females,50 - 54,Downtown Core- Total,Bugis,90
2015,Females,50 - 54,Downtown Core- Total,Central Subzone,10
2015,Females,50 - 54,Downtown Core- Total,Tanjong Pagar,20
2015,Females,50 - 54,Geylang- Total,Aljunied,1580
2015,Females,50 - 54,Geylang- Total,Geylang East,1220
2015,Females,50 - 54,Geylang- Total,Kampong Ubi,610
2015,Females,50 - 54,Geylang- Total,Macpherson,1210
2015,Females,50 - 54,Hougang- Total,Hougang Central,230
2015,Females,50 - 54,Hougang- Total,Hougang East,1050
2015,Females,50 - 54,Hougang- Total,Hougang West,2470
2015,Females,50 - 54,Hougang- Total,Kangkar,1100
2015,Females,50 - 54,Hougang- Total,Kovan,1090
2015,Females,50 - 54,Hougang- Total,Lorong Ah Soo,1350
2015,Females,50 - 54,Hougang- Total,Tai Seng,610
2015,Females,50 - 54,Hougang- Total,Trafalgar,1920
2015,Females,50 - 54,Jurong East- Total,Lakeside,40
2015,Females,50 - 54,Jurong East- Total,Teban Gardens,670
2015,Females,50 - 54,Jurong East- Total,Toh Guan,720
2015,Females,50 - 54,Jurong East- Total,Yuhua East,1070
2015,Females,50 - 54,Jurong East- Total,Yuhua West,870
2015,Females,50 - 54,Jurong West- Total,Boon Lay Place,1020
2015,Females,50 - 54,Jurong West- Total,Hong Kah,2090
2015,Females,50 - 54,Jurong West- Total,Jurong West Central,2110
2015,Females,50 - 54,Jurong West- Total,Taman Jurong,1360
2015,Females,50 - 54,Jurong West- Total,Wenya,210
2015,Females,50 - 54,Jurong West- Total,Yunnan,2940
2015,Females,50 - 54,Kallang- Total,Bendemeer,1150
2015,Females,50 - 54,Kallang- Total,Boon Keng,400
2015,Females,50 - 54,Kallang- Total,Crawford,350
2015,Females,50 - 54,Kallang- Total,Geylang Bahru,510
2015,Females,50 - 54,Kallang- Total,Kampong Bugis,30
2015,Females,50 - 54,Kallang- Total,Kampong Java,420
2015,Females,50 - 54,Kallang- Total,Lavender,390
2015,Females,50 - 54,Kallang- Total,Tanjong Rhu,440
2015,Females,50 - 54,Mandai- Total,Mandai Estate,80
2015,Females,50 - 54,Marine Parade- Total,Katong,380
2015,Females,50 - 54,Marine Parade- Total,Marine Parade,1110
2015,Females,50 - 54,Marine Parade- Total,Mountbatten,410
2015,Females,50 - 54,Museum- Total,Dhoby Ghaut,10
2015,Females,50 - 54,Museum- Total,Fort Canning,10
2015,Females,50 - 54,Newton- Total,Cairnhill,140
2015,Females,50 - 54,Newton- Total,Goodwood Park,30
2015,Females,50 - 54,Newton- Total,Monk's Hill,50
2015,Females,50 - 54,Newton- Total,Newton Circus,10
2015,Females,50 - 54,Newton- Total,Orange Grove,70
2015,Females,50 - 54,Novena- Total,Balestier,1220
2015,Females,50 - 54,Novena- Total,Dunearn,180
2015,Females,50 - 54,Novena- Total,Malcolm,120
2015,Females,50 - 54,Novena- Total,Moulmein,300
2015,Females,50 - 54,Novena- Total,Mount Pleasant,30
2015,Females,50 - 54,Orchard- Total,Boulevard,10
2015,Females,50 - 54,Orchard- Total,Somerset,10
